episode,step,ep_reward,ep_length,ep_v,policy_loss,value_loss,entropy,approx_kl,clip_fraction,mean_reward_100,mean_length_100,mean_v_100,x_pos,coins,score,flag_get
5719,3346432,1100.02,2477,-1.6075,-0.006418,1.302729,0.782674,0.002873,0.0183,1251.9,721.0,-0.8884,3150,4,19100,1
5720,3346432,1210.58,593,-0.8668,-0.006418,1.302729,0.782674,0.002873,0.0183,1251.65,721.5,-0.8898,3156,0,18100,1
5721,3346432,1228.81,547,-0.8509,-0.006418,1.302729,0.782674,0.002873,0.0183,1250.93,721.0,-0.8909,3149,0,18600,1
5722,3348480,1245.62,571,-0.9331,-0.009867,2.597627,0.549214,0.008996,0.0164,1251.06,720.9,-0.8925,3149,0,19150,1
5723,3348480,1249.35,562,-0.943,-0.009867,2.597627,0.549214,0.008996,0.0164,1253.71,722.1,-0.8941,3156,0,18300,1
5724,3348480,1244.77,540,-0.9556,-0.009867,2.597627,0.549214,0.008996,0.0164,1253.61,721.9,-0.896,3156,0,18500,1
5725,3348480,1252.38,579,-0.9674,-0.009867,2.597627,0.549214,0.008996,0.0164,1254.52,702.6,-0.8945,3161,0,19450,1
5726,3350528,421.05,188,-1.0665,-0.014401,5.96878,0.442595,0.012342,0.0269,1246.33,699.0,-0.8976,1785,0,100,0
5727,3350528,1232.35,518,-1.0736,-0.014401,5.96878,0.442595,0.012342,0.0269,1246.25,698.6,-0.9007,3151,0,18450,1
5728,3350528,1301.58,564,-1.1222,-0.014401,5.96878,0.442595,0.012342,0.0269,1245.31,698.2,-0.9041,3156,1,19450,1
5729,3352576,1325.03,596,-1.1674,-0.013032,8.120969,0.410071,0.012378,0.033,1246.12,698.4,-0.9073,3161,1,18900,1
5730,3352576,1303.79,587,-1.231,-0.013032,8.120969,0.410071,0.012378,0.033,1246.02,697.9,-0.9104,3161,1,18700,1
5731,3352576,1251.25,577,-1.2864,-0.013032,8.120969,0.410071,0.012378,0.033,1245.94,697.9,-0.9139,3154,0,17800,1
5732,3352576,1221.58,574,-1.3146,-0.013032,8.120969,0.410071,0.012378,0.033,1244.7,697.8,-0.9177,3149,0,18200,1
5733,3354624,1251.64,530,-1.335,-0.015791,4.700125,0.511419,0.013859,0.0305,1244.19,697.4,-0.9223,3161,1,18900,1
5734,3354624,1394.32,629,-1.4044,-0.015791,4.700125,0.511419,0.013859,0.0305,1245.74,698.0,-0.9282,3154,1,21400,1
5735,3356672,1233.86,591,-1.4896,-0.012643,3.12685,0.612056,0.008243,0.0249,1245.63,698.4,-0.9353,3157,0,18150,1
5736,3356672,1253.16,559,-1.4894,-0.012643,3.12685,0.612056,0.008243,0.0249,1245.76,698.6,-0.9452,3154,1,18700,1
5737,3358720,1246.88,550,-1.3702,-0.004013,1.174403,0.909325,0.007304,0.0488,1247.71,679.8,-0.9461,3161,0,18750,1
5738,3358720,1242.94,541,-1.2948,-0.004013,1.174403,0.909325,0.007304,0.0488,1247.85,679.6,-0.9558,3152,0,18400,1
5739,3358720,466.87,203,-0.6032,-0.004013,1.174403,0.909325,0.007304,0.0488,1239.61,676.0,-0.959,2018,0,100,0
5740,3360768,1229.28,543,-0.5666,-0.003941,0.714529,1.043829,0.001895,0.0632,1239.55,676.0,-0.9618,3154,0,20050,1
5741,3360768,1236.69,547,-0.4602,-0.003941,0.714529,1.043829,0.001895,0.0632,1240.88,656.6,-0.9555,3152,0,18150,1
5742,3362816,1266.77,558,-0.3462,-0.003157,0.690731,1.134826,-0.002101,0.0168,1241.0,656.7,-0.9559,3153,1,18950,1
5743,3362816,1184.37,2544,-1.4167,-0.003157,0.690731,1.134826,-0.002101,0.0168,1240.5,677.0,-0.9673,3153,6,20950,1
5744,3362816,1256.02,548,-0.2963,-0.003157,0.690731,1.134826,-0.002101,0.0168,1240.0,676.8,-0.9666,3154,1,19250,1
5745,3364864,1247.61,528,-0.2793,-0.008253,0.947283,0.883384,0.009291,0.0686,1239.69,675.1,-0.9642,3150,1,18800,1
5746,3364864,1121.29,2463,-1.278,-0.008253,0.947283,0.883384,0.009291,0.0686,1237.55,694.1,-0.9733,3161,6,21550,1
5747,3364864,1380.31,601,-0.3372,-0.008253,0.947283,0.883384,0.009291,0.0686,1239.02,694.8,-0.9723,3161,2,20550,1
5748,3366912,1231.35,511,-0.3393,-0.009868,1.697863,0.697397,0.007251,0.0291,1238.96,694.5,-0.9712,3152,0,18750,1
5749,3368960,1231.81,522,-0.3456,-0.007012,0.760551,1.039635,0.005484,0.0295,1238.75,694.3,-0.9701,3161,0,18300,1
5750,3371008,1245.86,561,-0.0601,-0.004523,0.527949,1.420134,0.007364,0.0476,1240.18,674.9,-0.9606,3156,0,18150,1
5751,3373056,1102.31,2470,-0.8604,-0.004488,0.49245,1.367019,0.002347,0.0139,1238.61,694.3,-0.964,3155,4,19750,1
5752,3373056,1236.85,548,0.2242,-0.004488,0.49245,1.367019,0.002347,0.0139,1238.57,694.2,-0.9557,3154,0,18350,1
5753,3375104,1104.76,2503,-0.758,-0.005319,0.574476,1.140309,0.004899,0.053,1236.29,713.2,-0.9571,3157,4,18600,1
5754,3375104,1235.47,521,0.2457,-0.005319,0.574476,1.140309,0.004899,0.053,1236.3,713.1,-0.9479,3154,0,19850,1
5755,3375104,1236.55,535,0.227,-0.005319,0.574476,1.140309,0.004899,0.053,1236.31,713.1,-0.9371,3161,0,18500,1
5756,3375104,1054.18,2431,-0.6839,-0.005319,0.574476,1.140309,0.004899,0.053,1234.48,732.0,-0.9347,3161,4,20550,1
5757,3377152,1237.08,543,0.0488,-0.009587,2.166582,0.479738,0.010481,0.0508,1235.42,731.9,-0.9237,3161,0,18400,1
5758,3377152,1300.09,538,0.0109,-0.009587,2.166582,0.479738,0.010481,0.0508,1235.93,731.7,-0.9132,3152,1,19050,1
5759,3377152,1326.75,568,-0.0914,-0.009587,2.166582,0.479738,0.010481,0.0508,1235.81,731.4,-0.9046,3161,1,19150,1
5760,3379200,1373.61,728,-0.2039,-0.014868,4.81662,0.495174,0.017226,0.0515,1236.04,732.5,-0.8977,3155,1,20550,1
5761,3379200,1237.32,521,-0.2891,-0.014868,4.81662,0.495174,0.017226,0.0515,1235.17,731.9,-0.8929,3161,0,20050,1
5762,3379200,1294.23,607,-0.3899,-0.014868,4.81662,0.495174,0.017226,0.0515,1235.83,731.9,-0.8891,3156,2,20600,1
5763,3379200,1239.58,524,-0.4227,-0.014868,4.81662,0.495174,0.017226,0.0515,1235.35,728.7,-0.8848,3151,0,19850,1
5764,3381248,1247.31,561,-0.5386,-0.013623,7.331939,0.381306,0.01304,0.0381,1235.5,729.1,-0.8835,3161,0,18500,1
5765,3381248,1229.21,529,-0.7523,-0.013623,7.331939,0.381306,0.01304,0.0381,1235.27,729.1,-0.885,3157,0,18600,1
5766,3383296,1331.42,568,-0.822,-0.012863,1.372593,0.720906,0.010444,0.0457,1237.99,710.3,-0.8788,3152,2,19300,1
5767,3383296,1233.14,536,-0.8898,-0.012863,1.372593,0.720906,0.010444,0.0457,1238.06,710.2,-0.8814,3156,0,18500,1
5768,3385344,1239.2,551,-0.6994,-0.004351,0.750014,1.080347,0.003815,0.0359,1237.82,710.2,-0.8819,3155,0,18300,1
5769,3387392,1325.38,572,-0.2869,-0.007831,0.708136,1.064096,0.004415,0.0781,1238.75,710.5,-0.8772,3157,2,20750,1
5770,3387392,1259.64,524,-0.2065,-0.007831,0.708136,1.064096,0.004415,0.0781,1237.9,709.8,-0.8714,3161,2,19250,1
5771,3389440,1236.35,525,-0.1821,-0.008949,0.681719,1.088173,0.011004,0.0681,1237.9,709.6,-0.8651,3154,0,18500,1
5772,3389440,1092.99,2434,-1.1193,-0.008949,0.681719,1.088173,0.011004,0.0681,1235.75,728.1,-0.8676,3149,4,19550,1
5773,3389440,1228.44,577,-0.2149,-0.008949,0.681719,1.088173,0.011004,0.0681,1235.69,728.5,-0.8592,3161,0,21000,1
5774,3389440,1077.1,2471,-0.9207,-0.008949,0.681719,1.088173,0.011004,0.0681,1234.11,747.8,-0.8576,3151,0,18550,1
5775,3391488,1239.39,533,-0.1764,-0.007026,2.220831,0.497232,0.00837,0.0396,1234.05,747.5,-0.848,3157,0,18950,1
5776,3391488,1236.5,529,-0.2429,-0.007026,2.220831,0.497232,0.00837,0.0396,1234.05,747.2,-0.8384,3153,0,20050,1
5777,3393536,1245.32,822,-0.7632,-0.012022,0.876976,0.910772,0.013221,0.0574,1234.11,750.0,-0.8328,3154,1,19200,1
5778,3393536,1237.56,532,-0.3032,-0.012022,0.876976,0.910772,0.013221,0.0574,1233.91,749.9,-0.8222,3157,0,18100,1
5779,3395584,1337.11,568,-0.3062,-0.007838,0.761559,1.007384,0.002783,0.0237,1233.94,749.8,-0.8113,3154,1,20650,1
5780,3395584,1238.77,527,-0.2456,-0.007838,0.761559,1.007384,0.002783,0.0237,1234.34,749.4,-0.7995,3156,0,18500,1
5781,3397632,1249.74,533,-0.2275,-0.0085,0.696179,1.048192,0.010384,0.0869,1233.18,748.5,-0.7878,3153,0,18500,1
5782,3397632,1235.14,538,-0.2278,-0.0085,0.696179,1.048192,0.010384,0.0869,1232.98,748.1,-0.7763,3151,0,18950,1
5783,3397632,1106.19,2457,-0.8896,-0.0085,0.696179,1.048192,0.010384,0.0869,1231.62,767.0,-0.7742,3150,4,20850,1
5784,3399680,1314.63,561,-0.2563,-0.009715,0.807908,0.927693,0.008697,0.0581,1232.63,767.2,-0.7662,3156,2,19300,1
5785,3399680,1383.5,599,-0.2995,-0.009715,0.807908,0.927693,0.008697,0.0581,1232.61,766.9,-0.7596,3156,1,20450,1
5786,3401728,1332.76,586,-0.3126,-0.005561,1.405918,0.727441,0.000364,0.0222,1233.48,766.9,-0.7543,3151,1,18900,1
5787,3401728,1165.27,2507,-0.8932,-0.005561,1.405918,0.727441,0.000364,0.0222,1234.13,786.8,-0.7549,3161,5,22500,1
5788,3401728,1252.57,542,-0.353,-0.005561,1.405918,0.727441,0.000364,0.0222,1233.81,786.8,-0.7503,3149,0,18500,1
5789,3403776,1243.2,558,-0.4662,-0.014589,3.868617,0.402685,0.012975,0.0376,1232.32,786.3,-0.7472,3154,0,17950,1
5790,3403776,1237.15,526,-0.464,-0.014589,3.868617,0.402685,0.012975,0.0376,1232.4,784.0,-0.7436,3150,0,18500,1
5791,3403776,1300.43,561,-0.5739,-0.014589,3.868617,0.402685,0.012975,0.0376,1233.06,784.3,-0.7419,3154,1,20050,1
5792,3405824,1243.24,554,-0.7258,-0.012033,1.30826,0.645955,0.009692,0.0452,1231.54,783.8,-0.741,3157,1,18800,1
5793,3405824,1431.39,604,-0.7422,-0.012033,1.30826,0.645955,0.009692,0.0452,1232.68,783.8,-0.7398,3152,6,19950,1
5794,3405824,1240.16,534,-0.7164,-0.012033,1.30826,0.645955,0.009692,0.0452,1231.7,783.0,-0.7384,3151,0,18500,1
5795,3407872,1230.94,516,-0.7438,-0.00989,1.27744,0.631676,0.007154,0.0557,1230.57,782.3,-0.7373,3151,0,18650,1
5796,3407872,1327.27,574,-0.758,-0.00989,1.27744,0.631676,0.007154,0.0557,1231.52,782.8,-0.7366,3152,1,19350,1
5797,3407872,1236.9,520,-0.7365,-0.00989,1.27744,0.631676,0.007154,0.0557,1230.99,782.0,-0.7352,3149,0,19850,1
5798,3409920,1301.91,577,-0.7327,-0.009146,1.261834,0.664153,0.008497,0.0654,1231.68,782.3,-0.7339,3155,1,18750,1
5799,3409920,1245.55,547,-0.7299,-0.009146,1.261834,0.664153,0.008497,0.0654,1234.95,744.2,-0.7261,3153,1,18600,1
5800,3409920,1334.85,562,-0.7456,-0.009146,1.261834,0.664153,0.008497,0.0654,1235.98,744.2,-0.7248,3161,1,18900,1
5801,3409920,1056.96,2457,-1.3075,-0.009146,1.261834,0.664153,0.008497,0.0654,1232.76,762.6,-0.729,3152,4,18850,1
5802,3411968,1293.58,575,-0.8158,-0.008694,2.295462,0.463339,0.009314,0.0352,1233.3,763.1,-0.7281,3161,2,18900,1
5803,3411968,1236.58,531,-0.8213,-0.008694,2.295462,0.463339,0.009314,0.0352,1232.59,762.7,-0.7269,3155,0,18950,1
5804,3411968,1241.76,541,-0.8441,-0.008694,2.295462,0.463339,0.009314,0.0352,1232.71,762.8,-0.7257,3149,1,18700,1
5805,3414016,1245.8,523,-0.9292,-0.016915,1.910967,0.536792,0.015274,0.0513,1231.71,761.9,-0.7244,3151,0,18650,1
5806,3414016,1250.72,547,-0.9366,-0.016915,1.910967,0.536792,0.015274,0.0513,1231.62,761.3,-0.7222,3153,0,18650,1
5807,3414016,1327.4,549,-0.951,-0.016915,1.910967,0.536792,0.015274,0.0513,1232.49,761.2,-0.7199,3152,1,18950,1
5808,3416064,1235.88,529,-0.9057,-0.00969,1.309973,0.658597,0.007434,0.0657,1232.28,761.1,-0.7171,3161,0,18300,1
5809,3416064,1237.93,541,-0.8875,-0.00969,1.309973,0.658597,0.007434,0.0657,1232.28,761.2,-0.7128,3157,0,18350,1
5810,3416064,1318.9,574,-0.9035,-0.00969,1.309973,0.658597,0.007434,0.0657,1233.12,761.6,-0.7086,3154,2,19100,1
5811,3418112,1256.41,548,-0.8664,-0.007117,1.304909,0.660409,0.005861,0.0457,1233.16,761.6,-0.7039,3157,0,18850,1
5812,3418112,1232.7,544,-0.8645,-0.007117,1.304909,0.660409,0.005861,0.0457,1233.2,761.6,-0.7005,3161,0,18300,1
5813,3420160,1402.82,628,-0.8772,-0.0099,1.266915,0.71355,0.007458,0.0454,1234.75,762.5,-0.6975,3154,2,18850,1
5814,3420160,1118.4,2464,-1.5268,-0.0099,1.266915,0.71355,0.007458,0.0454,1232.48,781.1,-0.7015,3157,5,21050,1
5815,3420160,1250.98,529,-0.8578,-0.0099,1.266915,0.71355,0.007458,0.0454,1232.55,781.3,-0.7015,3153,1,18800,1
5816,3420160,1247.69,545,-0.8655,-0.0099,1.266915,0.71355,0.007458,0.0454,1231.64,780.7,-0.7015,3161,1,18400,1
5817,3422208,1332.8,580,-0.936,-0.013658,5.644494,0.3429,0.012024,0.0315,1232.57,780.9,-0.7024,3151,1,18750,1
5818,3422208,1233.89,508,-0.9443,-0.013658,5.644494,0.3429,0.012024,0.0315,1232.57,780.7,-0.7035,3156,0,21700,1
5819,3422208,1231.6,514,-1.0303,-0.013658,5.644494,0.3429,0.012024,0.0315,1233.88,761.0,-0.6977,3155,0,21700,1
5820,3424256,1236.26,555,-1.1276,-0.015721,7.994807,0.323521,0.014205,0.0474,1234.14,760.7,-0.7003,3157,0,18350,1
5821,3424256,1240.54,565,-1.2332,-0.015721,7.994807,0.323521,0.014205,0.0474,1234.26,760.8,-0.7041,3156,0,18450,1
5822,3424256,1398.79,606,-1.2371,-0.015721,7.994807,0.323521,0.014205,0.0474,1235.79,761.2,-0.7072,3154,1,18800,1
5823,3424256,1260.05,537,-1.3077,-0.015721,7.994807,0.323521,0.014205,0.0474,1235.9,760.9,-0.7108,3156,1,18850,1
5824,3426304,1263.86,551,-1.397,-0.013825,6.972539,0.392234,0.013617,0.0398,1236.09,761.0,-0.7152,3156,2,18700,1
5825,3426304,1249.75,539,-1.4817,-0.013825,6.972539,0.392234,0.013617,0.0398,1236.06,760.6,-0.7204,3161,0,18950,1
5826,3426304,1360.14,612,-1.4762,-0.013825,6.972539,0.392234,0.013617,0.0398,1245.45,764.9,-0.7245,3161,1,18550,1
5827,3426304,1250.89,548,-1.5504,-0.013825,6.972539,0.392234,0.013617,0.0398,1245.64,765.2,-0.7292,3156,0,18400,1
5828,3428352,1322.8,578,-1.6563,-0.015796,9.151678,0.357117,0.013498,0.0454,1245.85,765.3,-0.7346,3154,3,20950,1
5829,3428352,1237.4,536,-1.7122,-0.015796,9.151678,0.357117,0.013498,0.0454,1244.97,764.7,-0.74,3154,1,18950,1
5830,3428352,1249.61,545,-1.7269,-0.015796,9.151678,0.357117,0.013498,0.0454,1244.43,764.3,-0.745,3161,0,18400,1
5831,3428352,1259.98,542,-1.7599,-0.015796,9.151678,0.357117,0.013498,0.0454,1244.52,764.0,-0.7497,3161,1,18900,1
5832,3430400,1263.41,572,-1.8761,-0.012718,6.426908,0.378315,0.011505,0.0359,1244.94,763.9,-0.7553,3156,0,18150,1
5833,3430400,1127.39,517,-1.8604,-0.012718,6.426908,0.378315,0.011505,0.0359,1243.69,763.8,-0.7606,3153,1,18850,1
5834,3430400,1236.97,536,-1.9031,-0.012718,6.426908,0.378315,0.011505,0.0359,1242.12,762.9,-0.7656,3157,0,19850,1
5835,3430400,1232.2,519,-1.9365,-0.012718,6.426908,0.378315,0.011505,0.0359,1242.1,762.2,-0.77,3151,0,18650,1
5836,3432448,1252.7,532,-1.9951,-0.014461,7.858861,0.380406,0.015805,0.0337,1242.1,761.9,-0.7751,3153,1,18800,1
5837,3432448,1245.81,524,-2.0104,-0.014461,7.858861,0.380406,0.015805,0.0337,1242.09,761.6,-0.7815,3157,0,18600,1
5838,3432448,1256.75,543,-2.0338,-0.014461,7.858861,0.380406,0.015805,0.0337,1242.23,761.6,-0.7889,3149,2,18900,1
5839,3432448,1251.6,557,-2.0484,-0.014461,7.858861,0.380406,0.015805,0.0337,1250.07,765.2,-0.8033,3157,0,18250,1
5840,3434496,1271.73,561,-2.1157,-0.0139,9.319813,0.364397,0.016994,0.0474,1250.5,765.4,-0.8188,3151,2,18900,1
5841,3434496,1334.17,585,-2.1112,-0.0139,9.319813,0.364397,0.016994,0.0474,1251.47,765.8,-0.8353,3154,0,19350,1
5842,3436544,1249.94,579,-2.0638,-0.003342,1.698906,0.796689,0.010074,0.062,1251.31,766.0,-0.8525,3157,0,18200,1
5843,3436544,1237.48,528,-1.2822,-0.003342,1.698906,0.796689,0.010074,0.062,1251.84,745.8,-0.8512,3153,0,18500,1
5844,3438592,1235.61,535,-0.9124,-0.004557,1.339992,0.729468,0.003178,0.0186,1251.63,745.7,-0.8573,3154,0,20050,1
5845,3438592,1238.51,538,-0.8825,-0.004557,1.339992,0.729468,0.003178,0.0186,1251.54,745.8,-0.8634,3156,0,19750,1
5846,3440640,1250.92,552,-0.7946,-0.005461,0.763915,1.07353,0.007422,0.0435,1252.84,726.7,-0.8585,3153,1,18950,1
5847,3440640,1355.15,623,-0.4799,-0.005461,0.763915,1.07353,0.007422,0.0435,1252.59,726.9,-0.86,3156,2,18900,1
5848,3442688,1159.09,513,-0.3358,-0.010716,0.75502,1.055176,0.007568,0.0605,1251.86,726.9,-0.8599,3150,0,20500,1
5849,3442688,1117.6,2461,-1.5933,-0.010716,0.75502,1.055176,0.007568,0.0605,1250.72,746.3,-0.8724,3152,5,19750,1
5850,3444736,1263.77,552,-0.2963,-0.00483,1.292949,0.731854,0.003954,0.0344,1250.9,746.2,-0.8748,3161,0,18600,1
5851,3444736,1236.17,545,-0.3129,-0.00483,1.292949,0.731854,0.003954,0.0344,1252.24,727.0,-0.8693,3150,0,18950,1
5852,3444736,1259.38,571,-0.3394,-0.00483,1.292949,0.731854,0.003954,0.0344,1252.46,727.2,-0.8749,3157,2,18750,1
5853,3444736,1200.61,2503,-1.193,-0.00483,1.292949,0.731854,0.003954,0.0344,1253.42,727.2,-0.8793,3153,5,20050,1
5854,3446784,1234.98,550,-0.4064,-0.005975,1.451927,0.673327,0.006253,0.0203,1253.42,727.5,-0.8858,3149,0,18400,1
5855,3446784,1266.52,566,-0.4258,-0.005975,1.451927,0.673327,0.006253,0.0203,1253.72,727.8,-0.8923,3155,1,18450,1
5856,3446784,1222.95,570,-0.4411,-0.005975,1.451927,0.673327,0.006253,0.0203,1255.41,709.2,-0.8899,3154,0,18950,1
5857,3446784,1248.88,551,-0.4541,-0.005975,1.451927,0.673327,0.006253,0.0203,1255.52,709.2,-0.8949,3151,0,18500,1
5858,3448832,1309.56,598,-0.5351,-0.013705,5.544274,0.409167,0.011925,0.0237,1255.62,709.9,-0.9004,3161,2,18850,1
5859,3448832,1236.29,550,-0.5489,-0.013705,5.544274,0.409167,0.011925,0.0237,1254.71,709.7,-0.905,3161,0,18050,1
5860,3448832,1385.71,601,-0.5648,-0.013705,5.544274,0.409167,0.011925,0.0237,1254.83,708.4,-0.9086,3157,2,19100,1
5861,3448832,1237.54,536,-0.6089,-0.013705,5.544274,0.409167,0.011925,0.0237,1254.84,708.5,-0.9118,3155,0,18650,1
5862,3450880,1231.83,551,-0.7052,-0.011616,8.378268,0.402208,0.011645,0.0308,1254.21,708.0,-0.9149,3150,0,18950,1
5863,3450880,1273.02,560,-0.7312,-0.011616,8.378268,0.402208,0.011645,0.0308,1254.55,708.4,-0.918,3161,2,19950,1
5864,3450880,1251.07,571,-0.7659,-0.011616,8.378268,0.402208,0.011645,0.0308,1254.59,708.5,-0.9203,3156,1,18950,1
5865,3452928,1321.56,578,-0.8358,-0.017994,6.804171,0.414811,0.015013,0.042,1255.51,708.9,-0.9211,3156,3,19300,1
5866,3452928,1269.01,564,-0.9353,-0.017994,6.804171,0.414811,0.015013,0.042,1254.88,708.9,-0.9222,3156,2,18400,1
5867,3452928,1237.79,527,-0.9105,-0.017994,6.804171,0.414811,0.015013,0.042,1254.93,708.8,-0.9224,3155,0,18200,1
5868,3454976,1242.84,538,-0.9793,-0.010971,1.740883,0.636786,0.009429,0.0371,1254.97,708.7,-0.9252,3155,0,20150,1
5869,3454976,1236.4,526,-0.9374,-0.010971,1.740883,0.636786,0.009429,0.0371,1254.08,708.2,-0.9318,3151,0,19850,1
5870,3454976,1239.79,550,-0.9456,-0.010971,1.740883,0.636786,0.009429,0.0371,1253.88,708.5,-0.9391,3161,0,18000,1
5871,3457024,1237.87,536,-0.9256,-0.005911,1.280643,0.754558,0.001888,0.0166,1253.89,708.6,-0.9466,3154,0,19850,1
5872,3457024,1311.4,557,-0.8762,-0.005911,1.280643,0.754558,0.001888,0.0166,1256.08,689.8,-0.9441,3157,1,19050,1
5873,3459072,1237.61,567,-0.8157,-0.006964,0.923552,0.947197,0.004541,0.021,1256.17,689.7,-0.9502,3161,0,18100,1
5874,3459072,1234.62,546,-0.6837,-0.006964,0.923552,0.947197,0.004541,0.021,1257.75,670.5,-0.9478,3156,0,18950,1
5875,3461120,1107.69,2462,-1.3911,-0.006591,0.702562,1.120067,0.006228,0.0459,1256.43,689.8,-0.9599,3153,4,19750,1
5876,3461120,1240.55,558,-0.5654,-0.006591,0.702562,1.120067,0.006228,0.0459,1256.47,690.0,-0.9632,3154,0,17950,1
5877,3463168,1381.64,627,-0.455,-0.004255,1.294342,0.795246,0.001504,0.0193,1257.83,688.1,-0.9601,3161,2,19200,1
5878,3463168,1242.41,550,-0.4168,-0.004255,1.294342,0.795246,0.001504,0.0193,1257.88,688.3,-0.9612,3153,0,18600,1
5879,3463168,469.87,212,-0.4354,-0.004255,1.294342,0.795246,0.001504,0.0193,1249.21,684.7,-0.9625,2018,0,200,0
5880,3465216,1338.36,590,-0.4829,-0.011308,0.830517,0.936639,0.011183,0.0637,1250.2,685.4,-0.9649,3152,2,20650,1
5881,3465216,1100.59,2465,-1.1276,-0.011308,0.830517,0.936639,0.011183,0.0637,1248.71,704.7,-0.9739,3152,4,19200,1
5882,3467264,1235.55,525,-0.4293,-0.006704,0.895013,0.880348,0.005677,0.032,1248.72,704.5,-0.9759,3161,0,18200,1
5883,3467264,1240.89,543,-0.4383,-0.006704,0.895013,0.880348,0.005677,0.032,1250.06,685.4,-0.9714,3157,0,18300,1
5884,3469312,1340.74,600,-0.4313,-0.006229,0.692613,1.061409,0.006288,0.0376,1250.32,685.8,-0.9731,3153,0,18750,1
5885,3469312,1238.26,531,-0.3782,-0.006229,0.692613,1.061409,0.006288,0.0376,1248.87,685.1,-0.9739,3161,0,18950,1
5886,3471360,1098.19,2464,-0.9704,-0.006236,0.698215,1.063267,-0.000907,0.0288,1246.53,703.9,-0.9805,3153,4,19550,1
5887,3471360,1341.97,586,-0.3703,-0.006236,0.698215,1.063267,-0.000907,0.0288,1248.29,684.7,-0.9753,3154,3,19400,1
5888,3471360,1335.61,597,-0.3758,-0.006236,0.698215,1.063267,-0.000907,0.0288,1249.12,685.2,-0.9755,3156,1,19550,1
5889,3473408,1334.63,566,-0.3941,-0.012487,1.179761,0.765007,0.010506,0.0786,1250.04,685.3,-0.9748,3155,3,20850,1
5890,3473408,1099.97,2447,-0.9242,-0.012487,1.179761,0.765007,0.010506,0.0786,1248.67,704.5,-0.9794,3157,4,20850,1
5891,3475456,1241.74,545,-0.5161,-0.011391,1.435614,0.745224,0.010289,0.0393,1248.08,704.4,-0.9788,3155,0,18950,1
5892,3475456,1243.69,533,-0.5408,-0.011391,1.435614,0.745224,0.010289,0.0393,1248.08,704.1,-0.9769,3153,0,19850,1
5893,3475456,1313.96,1076,-0.7608,-0.011391,1.435614,0.745224,0.010289,0.0393,1246.91,708.9,-0.9771,3150,2,19850,1
5894,3475456,1535.62,1046,-0.8683,-0.011391,1.435614,0.745224,0.010289,0.0393,1249.86,714.0,-0.9787,3156,3,19500,1
5895,3477504,1245.55,584,-0.6052,-0.009649,1.130458,0.749488,0.013997,0.0696,1250.01,714.7,-0.9773,3153,1,21400,1
5896,3477504,1264.65,585,-0.5952,-0.009649,1.130458,0.749488,0.013997,0.0696,1249.38,714.8,-0.9756,3157,1,18000,1
5897,3477504,1330.82,619,-0.6276,-0.009649,1.130458,0.749488,0.013997,0.0696,1250.32,715.8,-0.9746,3157,2,21350,1
5898,3479552,1353.28,601,-0.7001,-0.011633,2.41836,0.55696,0.008223,0.0227,1250.84,716.0,-0.9742,3161,2,19000,1
5899,3479552,1232.45,516,-0.6877,-0.011633,2.41836,0.55696,0.008223,0.0227,1250.71,715.7,-0.9738,3152,0,18600,1
5900,3479552,1242.72,550,-0.7225,-0.011633,2.41836,0.55696,0.008223,0.0227,1249.78,715.6,-0.9736,3151,0,18300,1
5901,3481600,1236.01,542,-0.7761,-0.008735,1.293287,0.703894,0.00314,0.0176,1251.58,696.4,-0.9683,3154,0,18950,1
5902,3481600,1303.47,558,-0.7767,-0.008735,1.293287,0.703894,0.00314,0.0176,1251.67,696.3,-0.9679,3156,1,19450,1
5903,3481600,1262.62,553,-0.7814,-0.008735,1.293287,0.703894,0.00314,0.0176,1251.93,696.5,-0.9675,3154,0,19050,1
5904,3483648,1247.02,522,-0.7672,-0.00562,1.296626,0.730365,0.004582,0.0293,1251.99,696.3,-0.9667,3157,0,18650,1
5905,3485696,629.03,275,-0.6638,-0.008013,0.918943,0.883326,0.005642,0.0183,1245.82,693.8,-0.964,2750,0,100,0
5906,3485696,1103.2,2452,-1.3494,-0.008013,0.918943,0.883326,0.005642,0.0183,1244.34,712.9,-0.9682,3153,4,19400,1
5907,3487744,1251.61,543,-0.4473,-0.005703,0.631096,1.162328,0.009262,0.0356,1243.59,712.8,-0.9631,3155,0,18100,1
5908,3487744,1234.64,530,-0.2809,-0.005703,0.631096,1.162328,0.009262,0.0356,1243.57,712.8,-0.9569,3151,0,19850,1
5909,3489792,1238.99,538,-0.1529,-0.006613,0.690564,1.079487,0.009576,0.0857,1243.58,712.8,-0.9495,3161,0,18950,1
5910,3489792,1238.74,535,-0.1487,-0.006613,0.690564,1.079487,0.009576,0.0857,1242.78,712.4,-0.942,3149,0,18400,1
5911,3491840,1098.17,2455,-0.9969,-0.005406,0.682462,1.08512,0.003411,0.0271,1241.2,731.5,-0.9433,3150,4,19200,1
5912,3491840,1344.48,592,-0.1857,-0.005406,0.682462,1.08512,0.003411,0.0271,1242.32,731.9,-0.9365,3161,2,18750,1
5913,3491840,1116.04,2458,-0.9474,-0.005406,0.682462,1.08512,0.003411,0.0271,1239.45,750.2,-0.9372,3149,5,19650,1
5914,3493888,1408.8,628,-0.1955,-0.006089,1.454976,0.672306,0.003912,0.0396,1242.35,731.9,-0.9239,3157,3,19350,1
