episode,step,ep_reward,ep_length,ep_v,policy_loss,value_loss,entropy,approx_kl,clip_fraction,mean_reward_100,mean_length_100,mean_v_100,x_pos,coins,score,flag_get
1260,434176,671.51,393,-1.044,-0.007951,1.716962,1.043328,0.016069,0.116,588.23,373.1,-1.0545,1794,0,300,0
1261,434176,659.3,439,-1.0639,-0.007951,1.716962,1.043328,0.016069,0.116,589.22,374.0,-1.0518,1789,0,200,0
1262,436224,571.2,429,-1.1459,-0.004416,1.185438,0.863496,0.009617,0.0815,587.59,374.1,-1.05,2471,0,200,0
1263,436224,412.28,187,-0.7209,-0.004416,1.185438,0.863496,0.009617,0.0815,583.65,371.7,-1.0446,680,0,0,0
1264,436224,527.18,682,-1.2736,-0.004416,1.185438,0.863496,0.009617,0.0815,579.01,372.4,-1.0451,1151,0,300,0
1265,436224,440.47,216,-0.715,-0.004416,1.185438,0.863496,0.009617,0.0815,579.3,372.7,-1.0391,722,0,0,0
1266,436224,416.54,298,-0.8574,-0.004416,1.185438,0.863496,0.009617,0.0815,578.75,373.4,-1.0336,1782,0,100,0
1267,436224,423.19,195,-0.6252,-0.004416,1.185438,0.863496,0.009617,0.0815,578.39,372.9,-1.0246,695,0,0,0
1268,436224,611.23,426,-0.8174,-0.004416,1.185438,0.863496,0.009617,0.0815,577.19,372.5,-1.0175,1792,0,100,0
1269,438272,551.2,344,-0.8096,-0.005137,1.543709,0.800496,0.009251,0.0908,576.13,371.9,-1.0118,2016,1,700,0
1270,438272,412.55,189,-0.7252,-0.005137,1.543709,0.800496,0.009251,0.0908,574.72,370.5,-1.007,680,0,0,0
1271,438272,819.66,547,-1.0329,-0.005137,1.543709,0.800496,0.009251,0.0908,576.15,372.6,-1.0088,2467,0,200,0
1272,440320,644.95,504,-1.1931,-0.0059,0.787899,1.173465,0.01223,0.0979,578.5,375.8,-1.0166,1792,0,400,0
1273,440320,400.94,567,-1.2428,-0.0059,0.787899,1.173465,0.01223,0.0979,578.23,376.8,-1.0203,1777,0,300,0
1274,440320,620.76,297,-0.1555,-0.0059,0.787899,1.173465,0.01223,0.0979,578.59,376.1,-1.0137,1806,3,800,0
1275,440320,646.79,826,-1.0045,-0.0059,0.787899,1.173465,0.01223,0.0979,580.96,382.5,-1.0172,2046,2,1100,0
1276,440320,430.95,647,-0.8034,-0.0059,0.787899,1.173465,0.01223,0.0979,580.62,386.3,-1.0176,900,0,100,0
1277,442368,854.35,539,-0.4355,-0.003967,0.947491,1.018012,0.006428,0.1157,583.29,388.2,-1.0143,3161,0,18900,1
1278,442368,410.81,183,-0.3059,-0.003967,0.947491,1.018012,0.006428,0.1157,577.93,374.9,-1.0047,680,0,0,0
1279,442368,418.87,193,-0.3383,-0.003967,0.947491,1.018012,0.006428,0.1157,577.66,374.4,-1.0007,688,0,0,0
1280,442368,534.14,434,-0.5877,-0.003967,0.947491,1.018012,0.006428,0.1157,575.49,375.2,-0.9989,1792,0,300,0
1281,442368,410.18,183,-0.338,-0.003967,0.947491,1.018012,0.006428,0.1157,573.97,372.8,-0.9936,680,0,0,0
1282,442368,502.39,232,-0.4858,-0.003967,0.947491,1.018012,0.006428,0.1157,574.55,372.7,-0.9907,1789,1,300,0
1283,444416,900.24,747,-0.6422,-0.002732,1.12959,0.851165,0.009181,0.0881,578.03,377.4,-0.9892,2471,0,300,0
1284,444416,484.28,356,-0.8168,-0.002732,1.12959,0.851165,0.009181,0.0881,576.87,376.1,-0.9885,2016,2,700,0
1285,444416,887.43,748,-0.8485,-0.002732,1.12959,0.851165,0.009181,0.0881,581.44,379.0,-0.987,3149,1,15850,1
1286,446464,573.14,527,-0.8367,-0.005665,0.888413,1.15388,0.011906,0.0908,580.54,378.9,-0.986,2468,0,200,0
1287,446464,509.14,727,-0.9299,-0.005665,0.888413,1.15388,0.011906,0.0908,577.95,382.1,-0.9864,1790,0,400,0
1288,446464,840.67,514,-0.548,-0.005665,0.888413,1.15388,0.011906,0.0908,582.2,385.4,-0.9833,2469,0,300,0
1289,448512,654.78,412,-0.4917,-0.006518,1.030352,1.08986,0.011388,0.0959,584.33,387.3,-0.9791,1786,0,200,0
1290,448512,567.84,452,-0.6206,-0.006518,1.030352,1.08986,0.011388,0.0959,585.87,390.0,-0.9756,1786,0,300,0
1291,448512,410.66,189,-0.283,-0.006518,1.030352,1.08986,0.011388,0.0959,583.09,386.9,-0.968,676,0,0,0
1292,448512,787.53,944,-0.8316,-0.006518,1.030352,1.08986,0.011388,0.0959,586.85,394.5,-0.9663,2473,0,500,0
1293,448512,510.2,238,-0.6356,-0.006518,1.030352,1.08986,0.011388,0.0959,585.02,392.5,-0.9619,1802,0,300,0
1294,448512,425.71,207,-0.6374,-0.006518,1.030352,1.08986,0.011388,0.0959,577.05,385.4,-0.9582,1788,0,0,0
1295,448512,420.69,193,-0.5376,-0.006518,1.030352,1.08986,0.011388,0.0959,577.16,385.4,-0.9534,723,0,0,0
1296,448512,541.52,427,-0.7283,-0.006518,1.030352,1.08986,0.011388,0.0959,578.49,387.9,-0.9503,1796,0,400,0
1297,450560,662.67,328,-0.6006,-0.002938,0.997014,0.947903,0.011716,0.0928,579.62,386.8,-0.9442,2018,0,0,0
1298,450560,653.39,292,-0.542,-0.002938,0.997014,0.947903,0.011716,0.0928,582.06,387.9,-0.9386,1787,0,0,0
1299,450560,446.2,278,-0.692,-0.002938,0.997014,0.947903,0.011716,0.0928,581.85,388.1,-0.932,837,0,100,0
1300,450560,725.38,876,-0.8776,-0.002938,0.997014,0.947903,0.011716,0.0928,583.21,393.7,-0.9274,2752,1,800,0
1301,452608,539.26,259,-0.6144,-0.012433,1.427164,0.793358,0.020052,0.1306,579.11,390.5,-0.9197,1783,0,100,0
1302,452608,499.25,400,-0.9279,-0.012433,1.427164,0.793358,0.020052,0.1306,579.67,391.7,-0.9142,1795,0,300,0
1303,452608,697.69,429,-0.7993,-0.012433,1.427164,0.793358,0.020052,0.1306,575.41,388.9,-0.9085,2017,0,200,0
1304,452608,409.22,181,-0.7866,-0.012433,1.427164,0.793358,0.020052,0.1306,574.02,387.1,-0.8995,680,0,0,0
1305,452608,697.46,369,-0.836,-0.012433,1.427164,0.793358,0.020052,0.1306,576.55,388.5,-0.8919,1790,0,200,0
1306,452608,421.55,197,-0.8089,-0.012433,1.427164,0.793358,0.020052,0.1306,568.74,382.6,-0.8855,722,0,0,0
1307,452608,453.45,254,-0.9317,-0.012433,1.427164,0.793358,0.020052,0.1306,569.19,383.4,-0.8848,853,0,100,0
1308,454656,656.54,311,-0.8945,-0.004899,3.244616,0.550118,0.012855,0.1077,571.6,384.6,-0.8853,1790,0,200,0
1309,454656,532.6,340,-1.2737,-0.004899,3.244616,0.550118,0.012855,0.1077,572.5,385.6,-0.8883,1141,0,200,0
1310,454656,541.7,292,-1.3937,-0.004899,3.244616,0.550118,0.012855,0.1077,571.04,383.9,-0.8901,1787,0,100,0
1311,454656,409.95,191,-1.7706,-0.004899,3.244616,0.550118,0.012855,0.1077,566.77,376.0,-0.8936,674,0,0,0
1312,454656,813.61,515,-1.7445,-0.004899,3.244616,0.550118,0.012855,0.1077,568.37,376.8,-0.9024,2019,0,800,0
1313,454656,643.08,349,-1.8404,-0.004899,3.244616,0.550118,0.012855,0.1077,568.17,377.1,-0.9131,1525,0,300,0
1314,454656,672.16,308,-1.8183,-0.004899,3.244616,0.550118,0.012855,0.1077,568.27,376.1,-0.9236,2016,0,100,0
1315,456704,588.1,332,-1.8593,-0.004331,2.632346,0.634632,0.008169,0.0674,569.35,376.1,-0.9348,2018,0,300,0
1316,456704,414.96,186,-1.6556,-0.004331,2.632346,0.634632,0.008169,0.0674,569.38,376.1,-0.9475,692,0,0,0
1317,456704,413.04,190,-1.5616,-0.004331,2.632346,0.634632,0.008169,0.0674,569.2,374.8,-0.9552,685,0,0,0
1318,456704,515.96,242,-1.5674,-0.004331,2.632346,0.634632,0.008169,0.0674,569.96,374.9,-0.9631,1128,0,200,0
1319,456704,751.62,376,-1.563,-0.004331,2.632346,0.634632,0.008169,0.0674,572.02,375.9,-0.9706,2039,1,1000,0
1320,456704,440.9,220,-1.5466,-0.004331,2.632346,0.634632,0.008169,0.0674,572.07,376.0,-0.9751,810,0,100,0
1321,458752,907.64,515,-1.6722,-0.006652,3.446476,0.64902,0.013929,0.0852,573.98,376.5,-0.9804,2473,2,1100,0
1322,458752,518.72,263,-1.7885,-0.006652,3.446476,0.64902,0.013929,0.0852,575.03,377.1,-0.9913,1129,0,200,0
1323,458752,512.02,280,-1.8963,-0.006652,3.446476,0.64902,0.013929,0.0852,574.85,375.2,-0.9991,1787,1,600,0
1324,458752,901.35,705,-1.8374,-0.006652,3.446476,0.64902,0.013929,0.0852,574.52,372.5,-1.0069,2761,1,600,0
1325,458752,535.85,250,-2.0354,-0.006652,3.446476,0.64902,0.013929,0.0852,574.34,371.9,-1.0238,1785,0,100,0
1326,458752,418.43,283,-2.1722,-0.006652,3.446476,0.64902,0.013929,0.0852,574.01,371.1,-1.04,1788,0,100,0
1327,460800,426.68,202,-1.3205,-0.004539,1.595165,0.886521,0.013849,0.0854,569.17,368.3,-1.0488,722,0,0,0
1328,460800,410.96,186,-1.2391,-0.004539,1.595165,0.886521,0.013849,0.0854,568.11,365.8,-1.054,680,0,0,0
1329,460800,869.46,578,-1.7796,-0.004539,1.595165,0.886521,0.013849,0.0854,571.31,368.2,-1.0642,2758,1,300,0
1330,460800,537.05,423,-1.4966,-0.004539,1.595165,0.886521,0.013849,0.0854,572.58,370.3,-1.0703,1787,0,300,0
1331,460800,657.6,319,-0.7697,-0.004539,1.595165,0.886521,0.013849,0.0854,572.08,369.3,-1.0684,1782,0,400,0
1332,460800,500.63,290,-0.9313,-0.004539,1.595165,0.886521,0.013849,0.0854,571.63,367.9,-1.0673,1802,0,400,0
1333,462848,803.77,450,-0.9491,-0.007603,1.989563,0.701519,0.012201,0.0781,572.13,364.6,-1.0661,2467,1,600,0
1334,462848,439.98,195,-0.9715,-0.007603,1.989563,0.701519,0.012201,0.0781,572.33,364.6,-1.0693,1786,0,100,0
1335,462848,583.15,377,-1.0454,-0.007603,1.989563,0.701519,0.012201,0.0781,573.9,366.1,-1.0729,2019,0,200,0
1336,462848,509.35,246,-1.2068,-0.007603,1.989563,0.701519,0.012201,0.0781,571.91,364.4,-1.0776,1796,0,100,0
1337,464896,727.47,619,-1.458,-0.006112,1.987635,0.886432,0.013226,0.1008,573.34,366.9,-1.0849,2469,1,500,0
1338,464896,437.29,227,-1.1806,-0.006112,1.987635,0.886432,0.013226,0.1008,571.03,365.9,-1.0899,800,0,100,0
1339,464896,872.59,496,-1.2606,-0.006112,1.987635,0.886432,0.013226,0.1008,575.67,369.1,-1.0961,3156,1,21000,1
1340,464896,457.7,251,-1.1676,-0.006112,1.987635,0.886432,0.013226,0.1008,576.14,369.7,-1.0947,898,0,100,0
1341,464896,506.12,252,-1.1733,-0.006112,1.987635,0.886432,0.013226,0.1008,577.11,370.3,-1.0922,1790,0,100,0
1342,464896,697.38,320,-1.2012,-0.006112,1.987635,0.886432,0.013226,0.1008,577.06,370.1,-1.0929,2474,0,100,0
1343,466944,1134.12,1045,-1.3859,-0.012258,1.21561,1.032233,0.017622,0.1069,580.39,376.0,-1.0948,3149,2,20250,1
1344,466944,704.76,315,-0.9271,-0.012258,1.21561,1.032233,0.017622,0.1069,583.27,377.3,-1.0898,1961,0,0,0
1345,466944,588.05,431,-1.0407,-0.012258,1.21561,1.032233,0.017622,0.1069,585.04,379.7,-1.0858,1794,0,400,0
1346,466944,542.45,315,-0.8914,-0.012258,1.21561,1.032233,0.017622,0.1069,583.85,379.4,-1.08,1788,0,600,0
1347,466944,420.73,202,-0.6214,-0.012258,1.21561,1.032233,0.017622,0.1069,583.04,377.9,-1.0703,1794,0,100,0
1348,466944,666.68,341,-0.5869,-0.012258,1.21561,1.032233,0.017622,0.1069,584.32,378.1,-1.0606,1800,0,300,0
1349,466944,446.47,257,-0.71,-0.012258,1.21561,1.032233,0.017622,0.1069,584.16,378.2,-1.0519,1787,0,400,0
1350,468992,457.73,291,-0.7732,-0.003564,1.791151,0.790386,0.009043,0.0842,583.68,378.7,-1.0447,830,0,100,0
1351,468992,543.19,465,-1.0216,-0.003564,1.791151,0.790386,0.009043,0.0842,584.2,379.3,-1.0375,1794,0,200,0
1352,468992,500.56,258,-1.0419,-0.003564,1.791151,0.790386,0.009043,0.0842,582.6,376.8,-1.0323,1792,0,0,0
1353,468992,658.85,337,-0.9844,-0.003564,1.791151,0.790386,0.009043,0.0842,584.91,377.9,-1.0305,1806,1,800,0
1354,468992,410.84,190,-0.9382,-0.003564,1.791151,0.790386,0.009043,0.0842,580.6,375.9,-1.0272,673,0,0,0
1355,468992,524.09,399,-1.2613,-0.003564,1.791151,0.790386,0.009043,0.0842,578.82,376.2,-1.0303,1524,0,300,0
1356,471040,578.62,361,-1.2553,-0.003403,2.419831,0.732889,0.013938,0.0891,579.22,376.6,-1.0323,1954,0,500,0
1357,471040,581.83,306,-1.2579,-0.003403,2.419831,0.732889,0.013938,0.0891,574.66,371.8,-1.0322,2468,1,400,0
1358,471040,505.44,359,-1.4409,-0.003403,2.419831,0.732889,0.013938,0.0891,574.09,371.3,-1.0349,899,0,100,0
1359,471040,1010.99,557,-1.2779,-0.003403,2.419831,0.732889,0.013938,0.0891,580.12,375.0,-1.0398,3151,2,17450,1
1360,471040,542.33,301,-1.5127,-0.003403,2.419831,0.732889,0.013938,0.0891,578.82,374.1,-1.0445,1790,0,100,0
1361,471040,505.84,228,-1.4539,-0.003403,2.419831,0.732889,0.013938,0.0891,577.29,372.0,-1.0484,1794,2,500,0
1362,473088,450.63,233,-1.2075,-0.006384,1.660885,0.880981,0.013256,0.0901,576.08,370.0,-1.049,820,0,100,0
1363,473088,686.86,337,-1.1701,-0.006384,1.660885,0.880981,0.013256,0.0901,578.83,371.5,-1.0535,1780,0,100,0
1364,473088,422.07,484,-1.3351,-0.006384,1.660885,0.880981,0.013256,0.0901,577.78,369.6,-1.0542,799,0,100,0
1365,473088,1111.87,600,-1.0561,-0.006384,1.660885,0.880981,0.013256,0.0901,584.49,373.4,-1.0576,3154,0,17000,1
1366,473088,693.65,393,-0.9345,-0.006384,1.660885,0.880981,0.013256,0.0901,587.26,374.3,-1.0583,1795,0,100,0
1367,475136,705.14,375,-0.89,-0.00371,1.713223,0.812576,0.005092,0.0459,590.08,376.1,-1.061,2019,0,100,0
1368,475136,576.67,424,-1.1537,-0.00371,1.713223,0.812576,0.005092,0.0459,589.74,376.1,-1.0643,2468,0,200,0
1369,475136,446.59,278,-1.1717,-0.00371,1.713223,0.812576,0.005092,0.0459,588.69,375.5,-1.068,830,0,100,0
1370,475136,646.35,342,-1.1437,-0.00371,1.713223,0.812576,0.005092,0.0459,591.03,377.0,-1.0722,1796,0,400,0
1371,475136,499.17,315,-1.1674,-0.00371,1.713223,0.812576,0.005092,0.0459,587.82,374.7,-1.0735,867,0,300,0
1372,477184,451.31,249,-1.1243,-0.006979,2.386982,0.773006,0.013602,0.0845,585.89,372.1,-1.0728,848,0,100,0
1373,477184,534.67,263,-1.1611,-0.006979,2.386982,0.773006,0.013602,0.0845,587.23,369.1,-1.072,1782,0,0,0
1374,477184,1237.94,789,-1.2155,-0.006979,2.386982,0.773006,0.013602,0.0845,593.4,374.0,-1.0826,3156,2,18850,1
1375,477184,419.94,285,-1.4753,-0.006979,2.386982,0.773006,0.013602,0.0845,591.13,368.6,-1.0873,1784,0,100,0
1376,477184,574.81,297,-1.3838,-0.006979,2.386982,0.773006,0.013602,0.0845,592.57,365.1,-1.0931,1799,0,200,0
1377,477184,501.49,265,-1.4261,-0.006979,2.386982,0.773006,0.013602,0.0845,589.04,362.4,-1.103,1792,1,500,0
1378,479232,628.08,293,-1.3617,-0.007376,2.262305,0.859208,0.010961,0.1011,591.21,363.4,-1.1136,1950,2,800,0
1379,479232,934.59,652,-1.5152,-0.007376,2.262305,0.859208,0.010961,0.1011,596.37,368.0,-1.1253,3149,2,17350,1
1380,479232,688.01,324,-1.2858,-0.007376,2.262305,0.859208,0.010961,0.1011,597.91,366.9,-1.1323,2469,0,200,0
1381,479232,480.06,283,-1.3403,-0.007376,2.262305,0.859208,0.010961,0.1011,598.61,367.9,-1.1423,843,0,200,0
1382,479232,1001.08,692,-1.4948,-0.007376,2.262305,0.859208,0.010961,0.1011,603.59,372.5,-1.1524,3161,0,16700,1
1383,481280,461.23,221,-1.2714,-0.009399,2.067025,0.919722,0.019223,0.1072,599.2,367.3,-1.1587,1957,0,100,0
1384,481280,797.61,443,-1.3163,-0.009399,2.067025,0.919722,0.019223,0.1072,602.34,368.1,-1.1637,3156,0,16650,1
1385,481280,570.51,364,-1.3578,-0.009399,2.067025,0.919722,0.019223,0.1072,599.17,364.3,-1.1688,1777,1,500,0
1386,481280,418.44,186,-1.2452,-0.009399,2.067025,0.919722,0.019223,0.1072,597.62,360.9,-1.1729,1785,0,100,0
1387,483328,845.13,467,-1.3048,-0.003579,1.549721,1.067012,0.009547,0.0884,600.98,358.3,-1.1766,2751,1,500,0
1388,483328,578.33,291,-1.2241,-0.003579,1.549721,1.067012,0.009547,0.0884,598.36,356.1,-1.1834,2470,0,0,0
1389,483328,1258.02,1053,-1.3829,-0.003579,1.549721,1.067012,0.009547,0.0884,604.39,362.5,-1.1923,3152,3,18950,1
1390,483328,426.25,279,-1.0867,-0.003579,1.549721,1.067012,0.009547,0.0884,602.97,360.8,-1.197,1794,0,200,0
1391,483328,646.09,315,-0.9786,-0.003579,1.549721,1.067012,0.009547,0.0884,605.33,362.0,-1.2039,2750,1,300,0
1392,483328,926.0,617,-1.1736,-0.003579,1.549721,1.067012,0.009547,0.0884,606.71,358.7,-1.2074,2473,1,700,0
1393,485376,422.19,205,-0.9697,-0.010264,1.72661,0.89613,0.012488,0.0894,605.83,358.4,-1.2107,1786,0,100,0
1394,485376,539.44,341,-1.1574,-0.010264,1.72661,0.89613,0.012488,0.0894,606.97,359.8,-1.2159,1784,1,400,0
1395,485376,542.51,251,-1.0736,-0.010264,1.72661,0.89613,0.012488,0.0894,608.19,360.3,-1.2213,1784,0,100,0
1396,485376,422.16,200,-1.1008,-0.010264,1.72661,0.89613,0.012488,0.0894,606.99,358.1,-1.225,1792,0,400,0
1397,485376,474.74,223,-1.0968,-0.010264,1.72661,0.89613,0.012488,0.0894,605.11,357.0,-1.2299,2038,0,100,0
1398,487424,481.02,218,-0.5346,-0.006158,1.129978,0.986264,0.007481,0.093,603.39,356.3,-1.2299,1514,0,0,0
1399,487424,838.87,836,-1.1344,-0.006158,1.129978,0.986264,0.007481,0.093,607.32,361.9,-1.2343,2757,0,100,0
1400,487424,1062.72,945,-1.1654,-0.006158,1.129978,0.986264,0.007481,0.093,610.69,362.5,-1.2372,3156,2,15800,1
1401,487424,545.8,246,-0.3805,-0.006158,1.129978,0.986264,0.007481,0.093,610.76,362.4,-1.2348,1796,0,200,0
1402,489472,541.27,337,-0.5754,-0.003634,1.167517,1.032421,0.009085,0.0815,611.18,361.8,-1.2313,1792,1,500,0
1403,489472,731.98,492,-0.7701,-0.003634,1.167517,1.032421,0.009085,0.0815,611.52,362.4,-1.231,2468,0,100,0
1404,489472,543.15,259,-0.6233,-0.003634,1.167517,1.032421,0.009085,0.0815,612.86,363.2,-1.2294,1781,0,100,0
1405,489472,661.49,334,-0.6319,-0.003634,1.167517,1.032421,0.009085,0.0815,612.5,362.8,-1.2273,1789,0,100,0
1406,491520,885.47,527,-0.8378,-0.009575,2.215513,0.954653,0.010059,0.1013,617.14,366.1,-1.2276,3161,0,21000,1
1407,491520,488.25,265,-0.7856,-0.009575,2.215513,0.954653,0.010059,0.1013,617.49,366.2,-1.2262,1522,0,400,0
1408,491520,1369.71,1154,-0.9465,-0.009575,2.215513,0.954653,0.010059,0.1013,624.62,374.7,-1.2267,3157,2,21200,1
1409,491520,539.34,248,-1.2734,-0.009575,2.215513,0.954653,0.010059,0.1013,624.69,373.8,-1.2267,1802,1,400,0
1410,491520,715.78,342,-1.3189,-0.009575,2.215513,0.954653,0.010059,0.1013,626.43,374.3,-1.2259,2470,0,1100,0
1411,491520,697.12,406,-1.2862,-0.009575,2.215513,0.954653,0.010059,0.1013,629.3,376.4,-1.2211,2472,1,500,0
1412,493568,419.62,413,-1.3729,-0.004747,1.754641,0.744368,0.011053,0.0728,625.36,375.4,-1.2174,1791,0,400,0
1413,493568,707.77,369,-1.2868,-0.004747,1.754641,0.744368,0.011053,0.0728,626.01,375.6,-1.2118,2468,0,500,0
1414,493568,419.61,195,-1.0607,-0.004747,1.754641,0.744368,0.011053,0.0728,623.48,374.5,-1.2043,1794,0,200,0
1415,493568,974.11,492,-1.0585,-0.004747,1.754641,0.744368,0.011053,0.0728,627.34,376.1,-1.1963,3154,0,19350,1
1416,495616,1087.19,742,-1.2764,-0.007064,1.965245,0.936045,0.011099,0.1091,634.06,381.6,-1.1925,3157,1,16550,1
1417,495616,651.92,362,-1.0627,-0.007064,1.965245,0.936045,0.011099,0.1091,636.45,383.3,-1.1875,1797,0,200,0
1418,495616,1060.45,833,-1.3678,-0.007064,1.965245,0.936045,0.011099,0.1091,641.9,389.2,-1.1855,3161,1,17000,1
1419,495616,717.84,407,-1.1895,-0.007064,1.965245,0.936045,0.011099,0.1091,641.56,389.6,-1.1817,2469,0,300,0
1420,495616,491.86,300,-1.252,-0.007064,1.965245,0.936045,0.011099,0.1091,642.07,390.4,-1.1788,2024,0,400,0
1421,497664,904.65,498,-1.1528,-0.005281,1.616449,0.97191,0.008453,0.0869,642.04,390.2,-1.1736,2470,1,1200,0
1422,497664,1032.2,692,-1.2424,-0.005281,1.616449,0.97191,0.008453,0.0869,647.17,394.5,-1.1681,3155,1,17650,1
1423,497664,661.15,363,-1.0781,-0.005281,1.616449,0.97191,0.008453,0.0869,648.66,395.3,-1.16,2467,0,200,0
1424,497664,580.45,310,-1.042,-0.005281,1.616449,0.97191,0.008453,0.0869,645.45,391.4,-1.152,2470,0,200,0
1425,497664,696.13,341,-1.034,-0.005281,1.616449,0.97191,0.008453,0.0869,647.06,392.3,-1.142,2466,1,400,0
1426,499712,429.07,204,-1.3551,-0.009926,3.211153,0.85531,0.015937,0.0994,647.16,391.5,-1.1338,722,0,0,0
1427,499712,807.1,423,-1.3206,-0.009926,3.211153,0.85531,0.015937,0.0994,650.97,393.7,-1.1338,2470,0,300,0
1428,499712,1261.18,800,-1.2179,-0.009926,3.211153,0.85531,0.015937,0.0994,659.47,399.8,-1.1336,3154,3,19600,1
1429,499712,849.2,421,-1.4831,-0.009926,3.211153,0.85531,0.015937,0.0994,659.27,398.3,-1.1306,2763,0,100,0
1430,501760,571.35,437,-1.5082,-0.004973,1.92659,0.822183,0.007951,0.073,659.61,398.4,-1.1308,2469,1,700,0
1431,501760,641.0,382,-1.3138,-0.004973,1.92659,0.822183,0.007951,0.073,659.44,399.0,-1.1362,2039,1,900,0
1432,501760,946.91,573,-1.3596,-0.004973,1.92659,0.822183,0.007951,0.073,663.91,401.9,-1.1405,3157,0,18750,1
1433,501760,1137.35,750,-1.4744,-0.004973,1.92659,0.822183,0.007951,0.073,667.24,404.9,-1.1457,3157,3,20150,1
1434,503808,420.97,202,-1.0468,-0.009579,1.71392,1.22939,0.00745,0.1091,667.05,404.9,-1.1465,1782,0,0,0
1435,503808,1368.21,1000,-1.4062,-0.009579,1.71392,1.22939,0.00745,0.1091,674.9,411.2,-1.1501,3154,3,20200,1
1436,503808,505.64,229,-1.0352,-0.009579,1.71392,1.22939,0.00745,0.1091,674.87,411.0,-1.1484,1791,1,200,0
1437,505856,844.16,585,-1.1355,-0.011122,1.602023,0.898457,0.017943,0.1338,676.03,410.6,-1.1452,3154,0,16700,1
1438,505856,832.49,666,-1.2256,-0.011122,1.602023,0.898457,0.017943,0.1338,679.99,415.0,-1.1456,2473,1,600,0
1439,505856,694.35,339,-1.0253,-0.011122,1.602023,0.898457,0.017943,0.1338,678.2,413.5,-1.1433,2472,0,100,0
1440,505856,342.34,163,-0.969,-0.011122,1.602023,0.898457,0.017943,0.1338,677.05,412.6,-1.1413,722,1,200,0
1441,505856,421.86,211,-1.049,-0.011122,1.602023,0.898457,0.017943,0.1338,676.21,412.2,-1.14,1794,0,200,0
1442,507904,540.14,240,-0.6546,-0.008574,1.227893,1.027718,0.006965,0.0999,674.63,411.4,-1.1346,1779,0,0,0
1443,507904,1338.0,1222,-1.0921,-0.008574,1.227893,1.027718,0.006965,0.0999,676.67,413.1,-1.1316,3156,3,19450,1
1444,509952,1076.01,987,-1.1393,-0.011281,0.924864,1.197944,0.009753,0.123,680.39,419.9,-1.1337,3152,0,17300,1
1445,509952,1014.9,966,-0.96,-0.011281,0.924864,1.197944,0.009753,0.123,684.65,425.2,-1.1329,3152,0,16550,1
1446,509952,967.01,625,-0.7223,-0.011281,0.924864,1.197944,0.009753,0.123,688.9,428.3,-1.1312,3154,2,16950,1
1447,509952,446.92,436,-0.8217,-0.011281,0.924864,1.197944,0.009753,0.123,689.16,430.7,-1.1333,1144,1,300,0
1448,509952,505.88,235,-0.5026,-0.011281,0.924864,1.197944,0.009753,0.123,687.55,429.6,-1.1324,1798,0,200,0
1449,509952,669.24,611,-0.8148,-0.011281,0.924864,1.197944,0.009753,0.123,689.78,433.1,-1.1335,2468,0,300,0
1450,512000,477.59,423,-0.893,-0.006378,1.103336,0.990618,0.009846,0.1125,689.98,434.5,-1.1347,857,0,200,0
1451,512000,425.4,205,-0.7261,-0.006378,1.103336,0.990618,0.009846,0.1125,688.8,431.9,-1.1317,1795,0,100,0
1452,514048,1024.33,769,-0.8961,-0.006471,1.046247,0.998802,0.005583,0.0813,694.04,437.0,-1.1302,3161,0,16600,1
1453,514048,784.45,909,-0.9229,-0.006471,1.046247,0.998802,0.005583,0.0813,695.3,442.7,-1.1296,2468,0,100,0
1454,514048,1078.97,958,-0.9007,-0.006471,1.046247,0.998802,0.005583,0.0813,701.98,450.4,-1.1293,3157,3,18300,1
1455,514048,427.61,229,-0.6623,-0.006471,1.046247,0.998802,0.005583,0.0813,701.01,448.7,-1.1233,1782,0,0,0
1456,516096,741.19,384,-0.3161,-0.005723,0.74211,1.205487,0.00914,0.1226,702.64,448.9,-1.1139,2468,0,200,0
1457,518144,551.72,675,-0.6144,-0.005552,0.712522,1.208959,0.007642,0.1135,702.34,452.6,-1.1074,2469,0,0,0
1458,518144,594.48,381,-0.3492,-0.005552,0.712522,1.208959,0.007642,0.1135,703.23,452.8,-1.0965,2471,1,400,0
1459,518144,1026.05,717,-0.366,-0.005552,0.712522,1.208959,0.007642,0.1135,703.38,454.4,-1.0874,3156,1,17650,1
1460,520192,422.19,231,-0.2163,-0.010479,0.707889,1.33532,0.010225,0.1516,702.18,453.7,-1.0744,1795,0,400,0
1461,520192,582.23,303,-0.2158,-0.010479,0.707889,1.33532,0.010225,0.1516,702.94,454.5,-1.0621,2474,0,100,0
1462,522240,642.64,345,-0.1669,-0.002311,0.578013,1.243595,0.013987,0.1575,704.86,455.6,-1.0516,2754,0,300,0
1463,522240,425.41,196,0.191,-0.002311,0.578013,1.243595,0.013987,0.1575,702.25,454.2,-1.038,1795,0,200,0
1464,522240,838.8,726,-0.3082,-0.002311,0.578013,1.243595,0.013987,0.1575,706.41,456.6,-1.0278,2752,0,300,0
1465,524288,589.17,285,0.078,-0.002273,0.58816,1.26325,0.011573,0.1345,701.19,453.4,-1.0164,1796,0,200,0
